Nom,Prénoms,Date_de_naissance,Ville_de_naissance,Département_de_naissance,Pays,Régiment,Grade,Date_du_décès,Département_de_décès,Lieu_du_décès,Pays_de_décès,nomDptDécès
AZEMA,Jean,1877-12-31,Montesquieu-Volvestre,31,France,209e Infanterie,Soldat,12/02/1915,51,Souain-Perthes-les Hurlus,France,Marne 
AZEMAR,Antoine Jean Pierre,1881-04-28,Toulouse,31,France,3e Génie,Soldat,22/12/1916,,,,
BABY,Séraphin Guillaume,1889-04-02,Toulouse,31,France,14e Infanterie,Soldat,02/05/1917,,,France,
BABY,Étienne Joseph,1894-07-08,Toulouse,31,France,9e Infanterie,Caporal,06/04/1917,51,Mourmelon-le-Petit,France,Marne 
BACH,Jean Gabriel François Marie,1891-11-09,Bach,46,France,28e Bataillon de tirailleurs Senegalais,Médecin Aide-Major,16/08/1916,80,Flaucourt,France,Somme 
BACH,Léon Pierre,1876-04-18,Limogne,46,France,133e Infanterie territoriale,Sergent,05/10/1916,68,Ammertzwiller,France,Haut-Rhin 
BACHY,Charles Marie Joseph,1898-12-04,Marseille,13,France,6e Génie,Sous-Lieutenant,17/10/1918,8,Vouziers,France,Ardennes 
BACQUE,Jean,1896-05-05,Cazères,31,France,67e Infanterie,Soldat,07/05/1917,2,Braye-en-Laonnois,France,Aisne 
BACQUERIE,Martial Edmond Eugène,1892-04-18,Lourdes,65,France,2e Génie,Sergent,16/10/1918,,,Macedonia,
BACQUET,Albert Lucien Eugène,1878-10-17,Angoulême,16,France,272e Infanterie,Soldat,20/12/1918,92,Neuilly-sur-Seine,France,Hauts-de-Seine 
BADEUIL,Albert Gérard Marius,1891-05-28,Toulouse,31,France,1er Marche de Tirailleurs,Soldat,22/04/1915,,Langemark-Poelkapelle,Belgium,
BAGET,Gustave Marius,1888-12-11,Carmaux,81,France,40e Infanterie,Soldat,20/08/1914,57,Guébestroff,France,Moselle 
BAILLET,Jean Marie Roger Joseph,1881-04-14,Puch-d'Agenais,47,France,114e Infanterie,Soldat,05/05/1917,2,Craonnelle,France,Aisne 
BALANT,Louis,1878-03-09,Toulouse,31,France,159e Infanterie,Soldat,25/09/1915,62,Souchez,France,Pas-de-Calais 
BALARAN,Élie Louis,1889-09-24,Auch,32,France,2e zouave,Caporal,31/12/1914,,Middelkerke,Belgium,
BALARD,Marius Bertrand,1879-01-09,Muret,31,France,214e Infanterie,Soldat,02/10/1916,55,Verdun,France,Meuse 
BALARD,Gabriel,1876-08-25,Bellerand,31,France,360e Infanterie,Soldat,30/03/1916,55,Fleury-devant-Douaumont,France,Meuse 
BALARD,François Marc Alexandre,1897-10-25,Toulouse,31,France,9e Tirailleurs,Soldat,11/06/1918,,,,
BALARD,Louis Jean,1888-10-05,Ramonville-Saint-Agne,31,France,57e Artillerie,2e Canonnier conducteur,26/12/1914,51,Châlons-en-Champagne,France,Marne 
BALAROT,Jean Marie Louis,1894-07-02,Toulouse,31,France,39e Infanterie,Soldat,02/11/1914,9,Mirepoix,France,Ariège 
BALAROT,Noël Marius,1894-05-04,Toulouse,31,France,92e Infanterie,Caporal,10/03/1916,55,Cumières-le-Mort-Homme,France,Meuse 
BALAROT,Joseph Germain,1895-08-01,Toulouse,31,France,78e Infanterie,Soldat,14/11/1915,62,Écurie,France,Pas-de-Calais 
BALART,Louis,1890-03-25,Capendu,11,France,1er Artillerie Montagne,Soldat,16/07/1917,,,,
BALAUS,Jean Yves Georges,1884-01-15,Toulouse,31,France,14e Infanterie,Soldat,20/12/1914,51,Somme-Suippe,France,Marne 
BALDY,Gabriel Adolphe Alexandre,1888-08-03,Béziers,34,France,7e Zouave,Sous-Lieutenant,19/06/1915,62,Auxi-le-Château,France,Pas-de-Calais 
BALES,Jean Louis,1892-02-04,Toulouse,31,France,9e Zouaves,Sergent,11/07/1916,80,Maricourt,France,Somme 
BALES,Jules Alexandre,1884-01-31,Toulouse,31,France,296e Infanterie,Soldat,20/02/1916,,Mont-Saint-Eloi,Pas-de-Calais,
BALESTIER,Marie Louis Jean Victor,1882-10-21,Condom,32,France,14e Infanterie,Sergent,08/09/1915,51,Vienne-le-Château,France,Marne 
BALZA,Eugène Henri,1883-01-26,Toulouse,31,France,2e Bataillon Infanterie de Marche d'Afrique,Soldat,17/02/1915,62,Roclincourt,France,Pas-de-Calais 
BANLIAT,Jean,1881-03-23,Soyaux,16,France,307e Infanterie,Soldat,14/09/1914,60,Moulin-sous-Touvent,France,Oise 
BAQUE,Jean,1892-08-18,Toulouse,31,France,273e Infanterie,Soldat,15/07/1918,51,Dormans,France,Marne 
BAQUE,Jean Bernard,1894-03-17,Toulouse,31,France,15e Infanterie,Soldat,15/12/1914,,Heuvelland,Belgium,
BAQUE,Jean Louis Gabriel,1891-12-02,Nérac,47,France,14e Infanterie,Soldat,09/05/1915,80,Amiens,France,Somme 
BAQUIE,Paul,1881-02-05,Bérat,31,France,22e Coloniale,Soldat,25/09/1915,51,Massiges,France,Marne 
BARADAT,Joseph Célestin,1886-07-22,Saveres,31,France,44e Infanterie Coloniale,Soldat,21/09/1914,55,Lamorville,France,Meuse 
BARBAZA,Jean Marie,1891-10-10,Toulouse,31,France,80e Infanterie,Sergent,20/08/1914,57,Rorbach-lès-Dieuze,France,Moselle 
BARBAZA,Joseph,1896-02-14,Toulouse,31,France,67e Infanterie,Soldat,21/06/1916,55,Vaux-devant-Damloup,France,Meuse 
BARBE,Jean Louis Gabriel,1881-02-09,Toulouse,31,France,24e Infanterie Coloniale,Caporal,03/10/1915,80,Lihons,France,Somme 
BARBE,Antoine,1884-01-22,Castelsarrasin,82,France,18e Tirailleurs Senegalais,Soldat,15/01/1919,,Fez,Morocco,
BARBE,Jean Joseph Marius,1897-02-10,Rivel,11,France,147e Infanterie,Soldat,17/07/1918,2,La Chapelle-Monthodon,France,Aisne 
BARBOT,Édouard François,1882-02-07,Toulouse,31,France,97e Infanterie,Soldat,11/09/1917,68,Ballersdorf,France,Haut-Rhin 
BARDOU,Henri Gabriel,1884-09-04,Toulouse,31,France,96e Infanterie,Soldat,16/12/1914,,Saint-Éloi,Belgium,
BARENNES,Pierre,1882-12-05,Montech,82,France,11e Infanterie,Soldat,19/04/1917,51,Pontfaverger-Moronvilliers,France,Marne 
BARES,Jean Baptiste Gustave,1889-08-01,Toulouse,31,France,14e Infanterie,Sergent,12/07/1916,55,Verdun,France,Meuse 
BARIL,Eugène Vincent,1888-08-28,Payra-sur-L'Hers,11,France,53e Infanterie,Soldat,02/10/1914,54,Flirey,France,Meurthe-et-Moselle 
BARON,Auguste François Armand,1867-12-31,Toulouse,31,France,271e Infanterie,Capitaine,12/02/1915,51,Souain-Perthes-les Hurlus,France,Marne 
BARON,Jean ERNEST,1893-01-09,Toulouse,31,France,14e Infanterie,Soldat,25/05/1915,62,Souchez,France,Pas-de-Calais 
BARRACHIN,Jean Louis,1882-03-04,Pujaudran,32,France,81e Infanterie,Soldat,03/11/1914,,Ypres,Belgium,
BARRAT,Bruno Marie Alexandre,1895-04-07,Toulouse,31,France,61e Bataillon de Chasseurs,Soldat,04/06/1915,62,Carency,France,Pas-de-Calais 
BARRAU,Georges Jean Bertrand,1889-04-23,Toulouse,31,France,43e Infanterie,Soldat,16/04/1917,2,Craonne,France,Aisne 
BARRAU,François Jean Marius,1889-03-03,Toulouse,31,France,7e Infanterie,Soldat,11/12/1914,51,Vienne-le-Château,France,Marne 
BARRAU,Pierre Jean Marie,1887-04-03,Toulouse,31,France,296e Infanterie,Soldat,14/10/1914,62,Vermelles,France,Pas-de-Calais 
BARRAU,Jules Charles,1896-11-21,Toulouse,31,France,267e Artillerie,Maréchal des Logis,15/07/1918,51,Minaucourt-Le-Mesnil-les-Hurlus,France,Marne 
BARRAU,Louis Désiré,1893-11-25,Toulouse,31,France,9e Zouaves,Caporal,26/09/1915,51,Rouvroy-Ripont,France,Marne 
BARRAUD,Lucien César Vincent,1897-11-22,Nice,6,France,162e Infanterie,Soldat,14/04/1917,51,Bouvancourt,France,Marne 
BARRE,Jean,1891-05-20,Toulouse,31,France,27e Bataillon de Chasseurs,Soldat,20/08/1914,57,Dieuze,France,Moselle 
BARREAU,Paul,1873-11-19,Balsa,31,France,133e Infanterie territoriale,Soldat,01/10/1915,68,Michelbach,France,Haut-Rhin 
BARRERE,Aimé,1894-04-06,Cazères,31,France,8e Section d'infirmiers militaires,Soldat,06/02/1919,31,Toulouse,France,Haute-Garonne 
BARRES,Jean François,1890-07-31,Léguevin,31,France,14e Infanterie,Soldat,24/12/1916,31,Toulouse,France,Haute-Garonne 
BARRES,Émile Joseph,1891-04-19,Toulouse,31,France,27e Bataillon de Chasseurs,Soldat,02/09/1918,,,,
BARRIE,Henri Bernard,1894-07-13,Toulouse,31,France,15e Infanterie,Soldat,14/12/1914,,Heuvelland,Belgium,
BARRIE,Étienne Léon,1895-01-02,Toulouse,31,France,78e Infanterie,Soldat,04/11/1915,62,Écurie,France,Pas-de-Calais 
BARRIERE,Jean Marie,1894-01-02,Toulouse,31,France,146e Infanterie,Soldat,02/04/1916,55,Esne-en-Argonne,France,Meuse 
BARRIERE,Georges René Désiré Charles,1895-06-03,Toulouse,31,France,9e Infanterie,Sous-Lieutenant,18/02/1915,51,Souain-Perthes-les Hurlus,France,Marne 
BARRIERE,Georges Jean Antonin,1893-05-19,Toulouse,31,France,83e Infanterie,Soldat,22/08/1914,,Bertrix,Belgium,
BART,François,1889-06-06,Montgiscard,31,France,14e Infanterie,Sergent,22/12/1914,51,Souain-Perthes-les Hurlus,France,Marne 
BARTHE,Georges Fernand,1887-10-22,Toulouse,31,France,113e Infanterie,Soldat,21/08/1919,31,Toulouse,France,Haute-Garonne 
BARTHE,Victor Bernard,1897-06-17,Toulouse,31,France,159e Infanterie,Soldat,17/10/1918,,Koolskamp,Belgium,
BARTHE,Camille,1887-04-16,Saint-Sulpice,31,France,53e Infanterie,Soldat,26/06/1918,51,Beine-Nauroy,France,Marne 
BARTHE,Albert Célestin,1891-02-05,Paris 6e,75,France,1er Marche de Tirailleurs,Soldat,18/04/1917,51,Pontfaverger-Moronvilliers,France,Marne 
BARTHE,Gabriel Louis,1892-12-04,Toulouse,31,France,14e Infanterie,Caporal,22/12/1914,51,Souain-Perthes-les Hurlus,France,Marne 
BARTHELEMY,François,1894-10-09,Toulouse,31,France,15e Infanterie,Soldat,27/09/1915,51,Valmy,France,Marne 
BARTHELEMY,Joseph François,1899-12-22,Toulouse,31,France,273e Artillerie de campagne,2e Canonnier conducteur,04/11/1918,51,Bussy-le-Château,France,Marne 
BARTHERE,Jean François Aimé,1890-02-19,Vitry-sur-Seine,94,France,5e Génie,1er Sapeur,02/10/1918,51,Courcy,France,Marne 
BARTHERE,Jean François,1886-10-20,Toulouse,31,France,7e Infanterie Coloniale,Soldat,01/07/1916,80,Assevillers,France,Somme 
BARTHES,Jean,1885-06-14,Toulouse,31,France,280e Infanterie,Caporal,06/06/1915,62,Aix-Noulette,France,Pas-de-Calais 
BARTHES,Antoine,1893-01-01,Caraman,31,France,1er Marche Zouave,Soldat,24/10/1914,62,Écurie,France,Pas-de-Calais 
BARTHES,Armand,1881-10-08,Mazamet,81,France,143e Infanterie,Soldat,08/07/1915,51,Minaucourt-Le-Mesnil-les-Hurlus,France,Marne 
BARTHES,Étienne Joseph,1891-09-16,Courniou,34,France,15e Infanterie,Sous-Lieutenant,24/08/1916,55,Fleury-devant-Douaumont,France,Meuse 
BARTHES,François Casimir Germain Maurice,1881-11-20,Saint-Pons,34,France,3e Infanterie Coloniale,Soldat,25/09/1915,51,Souain-Perthes-les Hurlus,France,Marne 
BARTHES,Jacques Michel,1893-12-14,Barcelone,,Spain,2e Marche Afrique,Soldat,07/08/1915,,Seddülbahir,Turkey,
BARTHES,Pierre Ernest Édouard,1891-10-12,Nice,6,France,88e Infanterie,Caporal,09/05/1915,62,Roclincourt,France,Pas-de-Calais 
BARTHES,Raoul,1894-04-08,Toulouse,31,France,15e Infanterie,Soldat,14/08/1916,55,Vaux-devant-Damloup,France,Meuse 
BARTHES,Thomas,1893-12-14,Barcelone,,Spain,80e Infanterie,Sergent,18/04/1915,51,Souain-Perthes-les Hurlus,France,Marne 
BARTRO,Maurice Lucien Gabriel,1887-08-29,Manosque,4,France,214e Infanterie,Caporal,13/09/1916,55,Vaux-devant-Damloup,France,Meuse 
BARUTEL,Guillaume Germain,1891-09-01,Perpignan,66,France,27e Bataillon de Chasseurs,Sergent,21/12/1915,68,,France,Haut-Rhin 
BARUTEL,Joseph,1875-03-02,Toulouse,31,France,11e Infanterie Territoriale,Caporal,27/05/1915,80,Doullens,France,Somme 
BASCANS,Jean Marie,1882-04-16,Fabas,9,France,211e Infanterie,Soldat,07/03/1916,55,Forges-sur-Meuse,France,Meuse 
BASCANS,Lucien,1896-01-08,Saint-Michel,31,France,10e Dragons,Soldat,07/02/1919,68,Zillisheim,France,Haut-Rhin 
BASCOU,Bernard,1880-10-27,Pompignan,82,France,53e Infanterie,Soldat,27/09/1914,54,Bernécourt,France,Meurthe-et-Moselle 
BASQUE,Antoine,1889-03-24,Saint-Martin-du-Touch,31,France,14e Infanterie,Soldat,20/12/1914,51,Souain-Perthes-les Hurlus,France,Marne 
BASSO,Pierre Jean Sauveur,1875-05-29,Saillagousse,66,France,283e Infanterie,Soldat,15/01/1915,55,Lacroix-sur-Meuse,France,Meuse 
BASSON,Eugène Louis,1897-01-01,Albertville,73,France,162e Infanterie,Soldat,21/04/1917,2,Berry-au Bac,France,Aisne 
BASTERE,Joseph,1888-05-07,Bayonne,64,France,53e Infanterie,Sergent,15/10/1914,2,,France,Aisne 
BASTIDE,Auguste,1889-05-02,Toulouse,31,France,24e Infanterie Coloniale,Soldat,30/03/1915,66,Perpignan,France,Pyrénées-Orientales 
BASTIE,Jean François,1888-04-15,Montlaur,31,France,14e Infanterie,Soldat,22/08/1914,,Anloy,Belgium,
BASTIE,Jean Henri,1886-05-02,Verfeil,31,France,281e Infanterie,Caporal,09/06/1918,60,Mortemer,France,Oise 
BASTIE,André Raymond,1896-12-24,Toulouse,31,France,8e Infanterie,Soldat,15/02/1917,51,Minaucourt-Le-Mesnil-les-Hurlus,France,Marne 
BASTOUL,Germain,1894-08-13,Toulouse,31,France,54e Infanterie,Soldat,23/06/1915,55,Sommedieue,France,Meuse 
BASTROT,Pierre,1876-12-17,Misson,40,France,142e Infanterie territoriale,Soldat,29/05/1915,80,Amiens,France,Somme 
BATAILLE,Gustave René,1891-02-28,Toulouse,31,France,27e Bataillon de Chasseurs,Caporal,20/08/1914,57,,France,Moselle 
BATAILLE,Jean Joseph,1895-02-02,Agen,47,France,78e Infanterie,Soldat,18/02/1916,62,Écurie,France,Pas-de-Calais 
BATAILLE,Gaston Marius,1893-06-10,Toulouse,31,France,143e Infanterie,Soldat,05/09/1914,54,Hériménil,France,Meurthe-et-Moselle 
BATAILLER,Amédée Émile Octave Henri,1871-09-06,Saint-Gaudens,31,France,56e Artillerie,Chef d'escadron,09/06/1915,51,Minaucourt-Le-Mesnil-les-Hurlus,France,Marne 
BATIGNES,Auguste Léon Pierre,1896-03-26,Caraman,31,France,403e Infanterie,Soldat,19/08/1917,51,Montigny-sur-Vesle,France,Marne 
BATTISTI (de),Marie Henri Joseph Maurice,1873-06-02,Paris 8e,75,France,Cabinet du Ministère de la Guerre,Lieutenant Colonel – Chef Adjoint,09/04/1919,75,Paris,France,Paris 
BATUT,Élie Jean,1898-05-22,Toulouse,31,France,142e Infanterie,Soldat,18/04/1917,55,Les Éparges,France,Meuse 
BAUDET,Pierre Joseph Marius,1895-02-23,Toulouse,31,France,78e Infanterie,Soldat,26/11/1916,80,Biaches,France,Somme 
BAUDILLON,Georges Guillaume,1881-02-23,Toulouse,31,France,271e Infanterie,Soldat,12/05/1915,62,Vermelles,France,Pas-de-Calais 
BAUDINIERE,Roger Louis Auguste,1884-12-08,Angles-sur-l'Anglin,86,France,270e Artillerie,2e Canonnier,20/07/1918,60,Catenoy,France,Oise 
BAUDINIERE,Léon Jean,1886-09-08,Angles-sur-l'Anglin,86,France,10e Infanterie,Caporal,11/06/1915,55,Commercy,France,Meuse 
BAUDINS,Léon Cécilien,1883-01-08,Saint-Sulpice,31,France,24e Infanterie Coloniale,Soldat,06/10/1914,15,Vic-sur-Cère,France,Cantal 
BAUDOUIN,Pierre,1886-03-11,Toulouse,31,France,224e Infanterie,Soldat,14/10/1918,2,Mont-d'Origny,France,Aisne 
BAURES,Louis,1881-02-16,Saint-Martin,32,France,96e Infanterie,Soldat,28/09/1914,54,Toul,France,Meurthe-et-Moselle 
BAURES,Henri Paul Victor,1895-02-19,Saint-Gaudens,31,France,57e Artillerie,Brigadier,30/09/1914,51,Minaucourt-Le-Mesnil-les-Hurlus,France,Marne 
BAURES,Joseph Baptistin,1888-11-02,Ax-les-Thermes,9,France,7e Infanterie,Adjudant,04/07/1916,55,Verdun,France,Meuse 
BAYLAC,Joseph,1893-09-28,Toulouse,31,France,14e Infanterie,Soldat,08/07/1918,31,Toulouse,France,Haute-Garonne 
BAYLAC,Pierre,1895-10-22,Toulouse,31,France,418e Infanterie,Soldat,20/07/1916,80,Hardecourt-aux-Bois,France,Somme 
BAYLAC,Pierre Paul,1888-09-17,Toulouse,31,France,7e Infanterie,Soldat,22/08/1914,,Bertrix,Belgium,
BAYLAC,Joseph Gabriel Théodore,1890-06-21,Toulouse,31,France,5e Bataillon de tirailleurs Senegalais,Sergent,09/07/1916,80,Flaucourt,France,Somme 
BAYLAC,Jean Joseph Charles,1894-12-06,Montréjeau,31,France,15e Infanterie,Soldat,14/12/1914,,Heuvelland,Belgium,
BAYLE,Victor,1885-04-05,Simorre,32,France,42e Colonial,Caporal,30/05/1917,,Thessalonique,Greece,
BAYLE,Louis Henri Adelin,1882-04-16,Toulouse,31,France,96e Infanterie,Soldat,31/07/1916,55,Douaumont,France,Meuse 
BAYROU,Louis,1889-04-05,Cox,31,France,53e Infanterie,Soldat,18/11/1914,44,Saint-Nazaire,France,Loire-Atlantique 
BAZIN,Noël Paul Raoul,1892-12-17,Castelsarrazin,82,France,83e Infanterie,Sous-Lieutenant,16/06/1915,62,Arras,France,Pas-de-Calais 
BEAUMONT (de),Aymar Christophe Joseph Marie,1892-08-15,Merville,31,France,80e Infanterie,Soldat,06/12/1914,,Poperinge,Belgium,
BEAUPIED,Georges Louis,1884-12-14,Paris 4e,75,France,169e Infanterie,Soldat,18/11/1917,55,Bras-sur-Meuse,France,Meuse 
BEAURENS,Léon,1887-06-11,Bezolles,32,France,14e Infanterie,Soldat,22/10/1915,51,Vienne-le-Château,France,Marne 
BEAUTE,François,1894-08-10,Toulouse,31,France,14e Infanterie,Soldat,05/11/1915,51,Sainte-Menehould,France,Marne 
BEAUTES,Barthélémy,1892-08-01,Castelsarrazin,82,France,80e Infanterie,Soldat,10/09/1914,54,Gerbérviller,France,Meurthe-et-Moselle 
BEAUTES,François,1881-09-21,Lanta,31,France,329e Infanterie,Soldat,22/07/1918,51,Chaumusy,France,Marne 
BEAUTES,Auguste,1888-02-08,Toulouse,31,France,14e Infanterie,Soldat,14/12/1914,51,Souain-Perthes-les Hurlus,France,Marne 
BEBELY,Georges Marius Alphonse,1896-01-17,Toulouse,31,France,2e Groupe Aviation,Caporal Aviateur,17/07/1918,51,Cuperly,France,Marne 
BEC,Germain Adrien,1894-05-16,Toulouse,31,France,416e Infanterie,Caporal,05/01/1917,55,Ornes,France,Meuse 
BECQUIE de PEYREVILLE,Marcellin Charles,1880-02-19,Plaisance-de—Touch,31,France,81e Artillerie Lourde,2e Canonnier servant,08/02/1916,62,Berck,France,Pas-de-Calais 
BEDEL,Jean Marie Léon,1893-05-29,Toulouse,31,France,129e Infanterie,Soldat,28/01/1916,80,Frise,France,Somme 
BEDOS,Antoine,1880-10-27,Privezac,12,France,2e Groupe Aviation,Sergent,17/01/1917,12,Rodez,France,Aveyron 
BEGUE,Henri Jean,1887-07-21,Gimont,32,France,214e Infanterie,Caporal,24/08/1914,55,Senon,France,Meuse 
BEGUE,Roger Jean,1889-10-10,Toulouse,31,France,7e Section de Chemin de fer de Campagne,Ouvrier de 1re classe,27/11/1918,,Thessalonique,Greece,
BEILLAN,François Marius,1884-03-28,Saint-Orens-de-Gameville,31,France,214e Infanterie,Soldat,24/08/1914,55,Senon,France,Meuse 
BELAVAL,Jean Marie,1887-11-10,Ramonville-Saint-Agne,31,France,281e Infanterie,Soldat,15/10/1914,62,Vermelles,France,Pas-de-Calais 
BELAVAL,Joseph Louis,1896-03-17,Segreville,31,France,332e Infanterie,Soldat,15/04/1917,2,Berry-au Bac,France,Aisne 
BELAVAL,Henri Jean,1891-06-26,Toulouse,31,France,80e Infanterie,Soldat,20/08/1914,57,Belles-Forêts,France,Moselle 
BELAVAL,François,1889-01-15,Toulouse,31,France,24e Infanterie,Soldat,12/08/1918,60,Canny-sur-Matz,France,Oise 
BELAVAL,Jean Marie,1889-09-14,Toulouse,31,France,212e Infanterie,Sous-Lieutenant,21/09/1914,2,Oulches-la-Vallée-Foulon,France,Aisne 
BELAVAL,Pascal,1898-02-11,Toulouse,31,France,80e Infanterie,Soldat,20/08/1914,57,Cutting,France,Moselle 
BELGARIC,Jean Joseph,1892-10-03,Toulouse,31,France,80e Infanterie,Soldat,16/05/1918,59,Dunkerque,France,Nord 
BELLAVAL,Clément,1882-04-02,Toulouse,31,France,96e Infanterie,Soldat,14/10/1914,54,Seicheprey,France,Meurthe-et-Moselle 
BELLEVUE,Édouard,1882-02-23,Bonnières,36,France,214E Infanterie,Adjudant,31/10/1914,55,Verdun,France,Meuse 
BELLIERES,Jean Baptiste,1885-09-30,Toulouse,31,France,153e Infanterie,Soldat,26/06/1915,62,Neuville-Saint-Vaast,France,Pas-de-Calais 
BELLOCQ,Jean Gaston,1882-09-02,Pau,64,France,156e Infanterie,Soldat,02/07/1916,80,Hardecourt-aux-Bois,France,Somme 
BELOU,Armand Jean,1892-06-20,Toulouse,31,France,80e Infanterie,Soldat,13/11/1914,,Heuvelland,Belgium,
BELUGOU,Alyre Casimir Léon,1888-10-22,Fayet,12,France,31e Infanterie,Soldat,24/09/1914,54,Bernécourt,France,Meurthe-et-Moselle 
BELUSCA,Bertrand,1885-01-29,Saint-Pierre,31,France,214e Infanterie,Soldat,24/08/1914,80,Senon,France,Somme 
BELVEZE,Guillaume,1890-05-15,Lauzerte,82,France,2e Infanterie,Soldat,22/08/1914,,Bertrix,Belgium,
BELY,Léon Joseph,1889-07-17,Toulouse,31,France,59e Infanterie,Soldat,21/01/1915,51,Châlons-en-Champagne,France,Marne 
BENABENT,François Frédéric,1894-06-06,Toulouse,31,France,176e Infanterie,Soldat,10/07/1915,,Seddülbahir,Turkey,
BENAC,Pierre François,1889-06-29,Toulouse,31,France,80e Infanterie,Soldat,20/08/1914,57,Rorbach-lès-Dieuze,France,Moselle 
BENAYS,Ferdinand,1892-01-06,Cézac,46,France,52e Infanterie,Soldat,13/03/1915,88,Saint-Remy,France,Vosges 
BENAZET,Jean Marie,1891-06-13,Montpitol,31,France,80e Infanterie,Soldat,18/04/1915,51,Minaucourt-Le-Mesnil-les-Hurlus,France,Marne 
BENAZET,Jean,1899-01-11,Toulouse,31,France,7e Génie,Sapeur-mineur,22/09/1918,10,Troyes,France,Aube 
BENAZET,Jean,1876-04-03,Cépet,31,France,150e Infanterie,Soldat,26/09/1915,62,Souchez,France,Pas-de-Calais 
BENECH,François,1893-09-30,Tournefeuille,31,France,31e Bataillon de Chasseurs,Sous-Lieutenant,25/10/1917,2,Couvrelles,France,Aisne 
BENECH,Alphonse Guillaume,1897-06-02,Toulouse,31,France,162e Infanterie,Soldat,19/04/1917,51,Prouilly,France,Marne 
BENIELLI,Xavier,1884-10-20,Papeete,987,France,341e Infanterie,Lieutenant de réserve,22/06/1917,55,Boureuilles,France,Meuse 
BENOIT,Mathurin Barthélémy,1881-10-22,Gaillac,81,France,4e Coloniale,Soldat,29/12/1914,10,Brienne-le-Château,France,Aube 
BENOIT,Élie Cyr,1883-08-05,Toulouse,31,France,143e Infanterie,Caporal,02/11/1914,,Heuvelland,Belgium,
BENOIT,Marcel Henri Gérard,1894-05-29,Toulouse,31,France,34e Infanterie,Soldat,05/05/1917,2,Craonne,France,Aisne 
BEOUNES,Étienne,1879-11-24,Toulouse,31,France,133e Infanterie territoriale,Caporal,12/01/1915,51,Châlons-en-Champagne,France,Marne 
BEQUIE,Auguste,1885-08-26,Toulouse,31,France,218e Artillerie Campagne,1er Canonnier Servant,22/01/1915,26,Valence,France,Drôme 
BERARD,Marcel Henri Eugène,1894-06-18,Caderousse,84,France,63e Infanterie,Soldat,08/05/1915,54,Ménil-la-Tour,France,Meurthe-et-Moselle 
BERDOS,Pierre Robert,1894-04-22,Montesquieu-Volvestre,31,France,15e Infanterie,Soldat,28/09/1915,51,Massiges,France,Marne 
BERDOU,Frédéric Jacques,1894-07-05,Toulouse,31,France,14e Infanterie,Caporal,19/03/1915,51,Souain-Perthes-les Hurlus,France,Marne 
BERDOULAT,Henri Jean François Joseph,1889-06-24,Toulouse,31,France,8e Infanterie,Soldat,16/04/1917,2,Craonne,France,Aisne 
BERDOULAT,Jean Marie Joseph,1888-08-13,Espaly-Saint-Marcel,43,France,57e Artillerie,Brigadier,29/12/1914,55,Troyon,France,Meuse 
BEREILH,Jean Jules Joseph,1894-05-03,Magnac-Laval,87,France,83e Infanterie,Sous-Lieutenant,21/12/1914,51,Souain-Perthes-les Hurlus,France,Marne 
BERENGUIER,Louis Joseph,1886-07-27,Hô-Chi-Minh-Ville,,Vietnam,7e Section de Chemin de fer de Campagne,Chef ouvrier,12/08/1916,,Thessalonique,Greece,
BERGE,Eugène,1891-03-18,Toulouse,31,France,80e Infanterie,Soldat,19/03/1915,51,Minaucourt-Le-Mesnil-les-Hurlus,France,Marne 
BERGE,Baptiste,1888-11-22,Auterive,31,France,14e Infanterie,Soldat,22/08/1914,,Anloy,Belgium,
